title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_kg,weight_lbs,reps,distance_km,distance_miles,duration_seconds,rpe
Pull Day,"15 Mar 2026, 18:05","15 Mar 2026, 19:23",,Bicep Curl (Dumbbell),,,2,normal,10.00,22.05,10,,,,
Pull Day,"15 Mar 2026, 18:05","15 Mar 2026, 19:23",,Face Pull (Cable),,,0,normal,15.00,33.07,13,,,,
Pull Day,"15 Mar 2026, 18:05","15 Mar 2026, 19:23",,Face Pull (Cable),,,1,normal,15.00,33.07,13,,,,
Pull Day,"15 Mar 2026, 18:05","15 Mar 2026, 19:23",,Face Pull (Cable),,,2,normal,15.00,33.07,14,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Squat (Barbell),,,0,warmup,50.00,110.23,6,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Squat (Barbell),,,1,warmup,50.00,110.23,5,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Squat (Barbell),,,2,normal,95.00,209.44,5,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Squat (Barbell),,,3,normal,92.50,203.93,4,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Squat (Barbell),,,4,normal,95.00,209.44,5,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Romanian Deadlift (Barbell),,,0,normal,75.00,165.35,8,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Romanian Deadlift (Barbell),,,1,normal,75.00,165.35,7,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Romanian Deadlift (Barbell),,,2,normal,75.00,165.35,6,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Leg Press,,,0,normal,130.00,286.60,11,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Leg Press,,,1,normal,130.00,286.60,10,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Leg Press,,,2,normal,130.00,286.60,12,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Leg Curl (Lying),,,0,normal,27.50,60.63,13,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Leg Curl (Lying),,,1,normal,27.50,60.63,11,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Leg Curl (Lying),,,2,normal,25.00,55.12,11,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Calf Raise (Standing),,,0,normal,60.00,132.28,15,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Calf Raise (Standing),,,1,normal,62.50,137.79,17,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Calf Raise (Standing),,,2,normal,62.50,137.79,17,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Plank,,,0,normal,,,3,,,,
Leg Day,"17 Mar 2026, 07:19","17 Mar 2026, 08:54",,Plank,,,1,normal,,,3,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Bench Press (Barbell),,,0,warmup,37.50,82.67,9,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Bench Press (Barbell),,,1,normal,75.00,165.35,8,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Bench Press (Barbell),,,2,normal,72.50,159.83,8,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Bench Press (Barbell),,,3,normal,72.50,159.83,9,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Overhead Press (Barbell),,,0,warmup,25.00,55.12,8,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Overhead Press (Barbell),,,1,normal,42.50,93.70,6,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Overhead Press (Barbell),,,2,normal,45.00,99.21,7,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Overhead Press (Barbell),,,3,normal,45.00,99.21,7,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Incline Bench Press (Dumbbell),,,0,normal,25.00,55.12,12,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Incline Bench Press (Dumbbell),,,1,normal,25.00,55.12,10,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Incline Bench Press (Dumbbell),,,2,normal,25.00,55.12,12,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Lateral Raise (Dumbbell),,,0,normal,10.00,22.05,13,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Lateral Raise (Dumbbell),,,1,normal,10.00,22.05,14,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Lateral Raise (Dumbbell),,,2,normal,10.00,22.05,11,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Triceps Pushdown,,,0,normal,27.50,60.63,10,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Triceps Pushdown,,,1,normal,27.50,60.63,13,,,,
Push Day,"19 Mar 2026, 08:14","19 Mar 2026, 09:33",,Triceps Pushdown,,,2,normal,27.50,60.63,13,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Deadlift (Barbell),,,0,warmup,60.00,132.28,9,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Deadlift (Barbell),,,1,warmup,60.00,132.28,9,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Deadlift (Barbell),,,2,normal,120.00,264.55,5,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Deadlift (Barbell),,,3,normal,117.50,259.04,5,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Deadlift (Barbell),,,4,normal,120.00,264.55,4,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Lat Pulldown (Cable),,,0,normal,65.00,143.30,10,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Lat Pulldown (Cable),,,1,normal,65.00,143.30,12,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Lat Pulldown (Cable),,,2,normal,65.00,143.30,10,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Lat Pulldown (Cable),,,3,normal,65.00,143.30,12,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Bent Over Row (Barbell),,,0,normal,52.50,115.74,6,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Bent Over Row (Barbell),,,1,normal,52.50,115.74,9,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Bent Over Row (Barbell),,,2,normal,52.50,115.74,7,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Pull Up,,,0,normal,,,9,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Pull Up,,,1,normal,,,9,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Pull Up,,,2,normal,,,9,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Bicep Curl (Dumbbell),,,0,normal,12.50,27.56,8,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Bicep Curl (Dumbbell),,,1,normal,12.50,27.56,11,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Bicep Curl (Dumbbell),,,2,normal,12.50,27.56,10,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Face Pull (Cable),,,0,normal,17.50,38.58,15,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Face Pull (Cable),,,1,normal,17.50,38.58,17,,,,
Pull Day,"21 Mar 2026, 08:21","21 Mar 2026, 09:36",,Face Pull (Cable),,,2,normal,17.50,38.58,17,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Squat (Barbell),,,0,warmup,50.00,110.23,7,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Squat (Barbell),,,1,warmup,50.00,110.23,7,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Squat (Barbell),,,2,normal,97.50,214.95,6,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Squat (Barbell),,,3,normal,97.50,214.95,5,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Squat (Barbell),,,4,normal,95.00,209.44,5,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Romanian Deadlift (Barbell),,,0,normal,75.00,165.35,10,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Romanian Deadlift (Barbell),,,1,normal,75.00,165.35,7,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Romanian Deadlift (Barbell),,,2,normal,75.00,165.35,9,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Leg Press,,,0,normal,132.50,292.11,14,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Leg Press,,,1,normal,132.50,292.11,14,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Leg Press,,,2,normal,132.50,292.11,10,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Leg Curl (Lying),,,0,normal,27.50,60.63,12,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Leg Curl (Lying),,,1,normal,27.50,60.63,11,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Leg Curl (Lying),,,2,normal,27.50,60.63,14,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Calf Raise (Standing),,,0,normal,60.00,132.28,13,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Calf Raise (Standing),,,1,normal,62.50,137.79,17,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Calf Raise (Standing),,,2,normal,62.50,137.79,14,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Plank,,,0,normal,,,3,,,,
Leg Day,"22 Mar 2026, 07:07","22 Mar 2026, 08:04",,Plank,,,1,normal,,,3,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Bench Press (Barbell),,,0,warmup,37.50,82.67,5,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Bench Press (Barbell),,,1,normal,75.00,165.35,9,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Bench Press (Barbell),,,2,normal,75.00,165.35,8,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Bench Press (Barbell),,,3,normal,75.00,165.35,6,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Overhead Press (Barbell),,,0,warmup,25.00,55.12,7,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Overhead Press (Barbell),,,1,normal,45.00,99.21,7,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Overhead Press (Barbell),,,2,normal,42.50,93.70,4,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Overhead Press (Barbell),,,3,normal,45.00,99.21,4,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Incline Bench Press (Dumbbell),,,0,normal,25.00,55.12,8,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Incline Bench Press (Dumbbell),,,1,normal,25.00,55.12,12,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Incline Bench Press (Dumbbell),,,2,normal,25.00,55.12,8,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Lateral Raise (Dumbbell),,,0,normal,10.00,22.05,10,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Lateral Raise (Dumbbell),,,1,normal,10.00,22.05,13,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Lateral Raise (Dumbbell),,,2,normal,10.00,22.05,14,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Triceps Pushdown,,,0,normal,27.50,60.63,14,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Triceps Pushdown,,,1,normal,27.50,60.63,13,,,,
Push Day,"23 Mar 2026, 19:08","23 Mar 2026, 20:07",,Triceps Pushdown,,,2,normal,27.50,60.63,14,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Deadlift (Barbell),,,0,warmup,60.00,132.28,8,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Deadlift (Barbell),,,1,warmup,60.00,132.28,7,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Deadlift (Barbell),,,2,normal,120.00,264.55,3,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Deadlift (Barbell),,,3,normal,120.00,264.55,3,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Deadlift (Barbell),,,4,normal,120.00,264.55,4,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Lat Pulldown (Cable),,,0,normal,65.00,143.30,10,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Lat Pulldown (Cable),,,1,normal,65.00,143.30,9,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Lat Pulldown (Cable),,,2,normal,65.00,143.30,12,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Lat Pulldown (Cable),,,3,normal,62.50,137.79,8,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Bent Over Row (Barbell),,,0,normal,52.50,115.74,10,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Bent Over Row (Barbell),,,1,normal,52.50,115.74,6,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Bent Over Row (Barbell),,,2,normal,52.50,115.74,8,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Pull Up,,,0,normal,,,9,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Pull Up,,,1,normal,,,6,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Pull Up,,,2,normal,,,7,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Bicep Curl (Dumbbell),,,0,normal,15.00,33.07,12,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Bicep Curl (Dumbbell),,,1,normal,15.00,33.07,9,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Bicep Curl (Dumbbell),,,2,normal,15.00,33.07,12,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Face Pull (Cable),,,0,normal,17.50,38.58,14,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Face Pull (Cable),,,1,normal,17.50,38.58,14,,,,
Pull Day,"25 Mar 2026, 18:06","25 Mar 2026, 19:32",,Face Pull (Cable),,,2,normal,15.00,33.07,14,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Squat (Barbell),,,0,warmup,50.00,110.23,7,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Squat (Barbell),,,1,warmup,50.00,110.23,9,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Squat (Barbell),,,2,normal,97.50,214.95,8,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Squat (Barbell),,,3,normal,97.50,214.95,7,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Squat (Barbell),,,4,normal,95.00,209.44,6,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Romanian Deadlift (Barbell),,,0,normal,77.50,170.86,8,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Romanian Deadlift (Barbell),,,1,normal,77.50,170.86,9,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Romanian Deadlift (Barbell),,,2,normal,77.50,170.86,10,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Leg Press,,,0,normal,132.50,292.11,13,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Leg Press,,,1,normal,135.00,297.62,14,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Leg Press,,,2,normal,135.00,297.62,10,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Leg Curl (Lying),,,0,normal,27.50,60.63,14,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Leg Curl (Lying),,,1,normal,27.50,60.63,10,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Leg Curl (Lying),,,2,normal,27.50,60.63,12,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Calf Raise (Standing),,,0,normal,62.50,137.79,14,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Calf Raise (Standing),,,1,normal,62.50,137.79,16,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Calf Raise (Standing),,,2,normal,62.50,137.79,14,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Plank,,,0,normal,,,4,,,,
Leg Day,"27 Mar 2026, 19:04","27 Mar 2026, 20:15",,Plank,,,1,normal,,,3,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Bench Press (Barbell),,,0,warmup,37.50,82.67,10,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Bench Press (Barbell),,,1,normal,77.50,170.86,6,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Bench Press (Barbell),,,2,normal,77.50,170.86,9,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Bench Press (Barbell),,,3,normal,77.50,170.86,6,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Overhead Press (Barbell),,,0,warmup,25.00,55.12,6,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Overhead Press (Barbell),,,1,normal,45.00,99.21,7,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Overhead Press (Barbell),,,2,normal,45.00,99.21,7,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Overhead Press (Barbell),,,3,normal,45.00,99.21,8,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Incline Bench Press (Dumbbell),,,0,normal,22.50,49.60,8,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Incline Bench Press (Dumbbell),,,1,normal,25.00,55.12,10,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Incline Bench Press (Dumbbell),,,2,normal,22.50,49.60,11,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Lateral Raise (Dumbbell),,,0,normal,10.00,22.05,10,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Lateral Raise (Dumbbell),,,1,normal,10.00,22.05,14,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Lateral Raise (Dumbbell),,,2,normal,10.00,22.05,10,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Triceps Pushdown,,,0,normal,27.50,60.63,12,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Triceps Pushdown,,,1,normal,27.50,60.63,13,,,,
Push Day,"29 Mar 2026, 18:23","29 Mar 2026, 19:55",,Triceps Pushdown,,,2,normal,27.50,60.63,10,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Deadlift (Barbell),,,0,warmup,60.00,132.28,6,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Deadlift (Barbell),,,1,warmup,60.00,132.28,7,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Deadlift (Barbell),,,2,normal,122.50,270.07,5,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Deadlift (Barbell),,,3,normal,122.50,270.07,6,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Deadlift (Barbell),,,4,normal,120.00,264.55,7,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Lat Pulldown (Cable),,,0,normal,67.50,148.81,9,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Lat Pulldown (Cable),,,1,normal,67.50,148.81,8,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Lat Pulldown (Cable),,,2,normal,67.50,148.81,8,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Lat Pulldown (Cable),,,3,normal,67.50,148.81,8,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Bent Over Row (Barbell),,,0,normal,55.00,121.25,6,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Bent Over Row (Barbell),,,1,normal,55.00,121.25,7,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Bent Over Row (Barbell),,,2,normal,55.00,121.25,8,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Pull Up,,,0,normal,,,10,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Pull Up,,,1,normal,,,8,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Pull Up,,,2,normal,,,9,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Bicep Curl (Dumbbell),,,0,normal,15.00,33.07,11,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Bicep Curl (Dumbbell),,,1,normal,15.00,33.07,12,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Bicep Curl (Dumbbell),,,2,normal,12.50,27.56,9,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Face Pull (Cable),,,0,normal,17.50,38.58,17,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Face Pull (Cable),,,1,normal,17.50,38.58,14,,,,
Pull Day,"31 Mar 2026, 18:07","31 Mar 2026, 19:10",,Face Pull (Cable),,,2,normal,17.50,38.58,15,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Squat (Barbell),,,0,warmup,50.00,110.23,8,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Squat (Barbell),,,1,warmup,50.00,110.23,7,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Squat (Barbell),,,2,normal,102.50,225.97,8,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Squat (Barbell),,,3,normal,102.50,225.97,4,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Squat (Barbell),,,4,normal,102.50,225.97,6,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Romanian Deadlift (Barbell),,,0,normal,80.00,176.37,10,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Romanian Deadlift (Barbell),,,1,normal,80.00,176.37,9,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Romanian Deadlift (Barbell),,,2,normal,80.00,176.37,9,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Leg Press,,,0,normal,140.00,308.65,12,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Leg Press,,,1,normal,140.00,308.65,14,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Leg Press,,,2,normal,140.00,308.65,12,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Leg Curl (Lying),,,0,normal,27.50,60.63,11,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Leg Curl (Lying),,,1,normal,27.50,60.63,11,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Leg Curl (Lying),,,2,normal,27.50,60.63,13,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Calf Raise (Standing),,,0,normal,62.50,137.79,16,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Calf Raise (Standing),,,1,normal,65.00,143.30,16,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Calf Raise (Standing),,,2,normal,65.00,143.30,14,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Plank,,,0,normal,,,3,,,,
Leg Day,"10 Apr 2026, 18:17","10 Apr 2026, 19:12",,Plank,,,1,normal,,,3,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Bench Press (Barbell),,,0,warmup,37.50,82.67,6,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Bench Press (Barbell),,,1,normal,77.50,170.86,10,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Bench Press (Barbell),,,2,normal,77.50,170.86,6,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Bench Press (Barbell),,,3,normal,77.50,170.86,9,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Overhead Press (Barbell),,,0,warmup,25.00,55.12,5,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Overhead Press (Barbell),,,1,normal,47.50,104.72,7,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Overhead Press (Barbell),,,2,normal,45.00,99.21,5,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Overhead Press (Barbell),,,3,normal,47.50,104.72,5,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Incline Bench Press (Dumbbell),,,0,normal,22.50,49.60,10,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Incline Bench Press (Dumbbell),,,1,normal,25.00,55.12,11,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Incline Bench Press (Dumbbell),,,2,normal,25.00,55.12,10,,,,
Push Day,"11 Apr 2026, 07:21","11 Apr 2026, 08:50",,Lateral Raise (Dumbbell),,,0,normal,10.00,22.05,14,,,,
